TwitchToolkit - Log - Sunday, October 3, 2021
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
Purchase itsgraavi: !buy randomchildhood @ 2:27 AM
itsgraavi's karma went from 500 to 500
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
Purchase itsgraavi: !buy randomadulthood @ 2:28 AM
itsgraavi's karma went from 500 to 500
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
Purchase itsgraavi: !buy passion social @ 2:31 AM
itsgraavi's karma went from 500 to 500
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
Purchase itsgraavi: !buy passion social @ 2:38 AM
itsgraavi's karma went from 500 to 500
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
itsgraavi's karma went from 500 to 500
Purchase itsgraavi: !buy skillincrease social @ 2:39 AM
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
saltymaud gets 10 * 2 coins, total 20
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
Purchase itsgraavi: !buy removetrait legendarybladedancer @ 3:20 AM
itsgraavi's karma went from 500 to 500
Purchase itsgraavi: !buy trait commander @ 3:20 AM
itsgraavi's karma went from 500 to 500
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
Purchase itsgraavi: !buy steel 300 @ 3:35 AM
itsgraavi's karma went from 500 to 500
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
